judul_film,rating,title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,Rating
Cheech & Chong's The Corsican Brothers,2.5869565217391304,Cheech & Chong's The Corsican Brothers,Comedy,,,,,,,,2
Cheerleader Camp,3.125,Cheerleader Camp,Comedy,Horror,Mystery,,,,,,2
Cheetah,3.0,Cheetah,Adventure,Children,,,,,,,2
Chelovek s kino-apparatom,4.09375,Chelovek s kino-apparatom,Documentary,,,,,,,,2
Chelsea Walls,2.5,Chelsea Walls,Drama,,,,,,,,2
Cherish,4.0,Cherish,Comedy,Drama,Thriller,,,,,,2
Cherry 2000,2.769230769230769,Cherry 2000,Romance,Sci-Fi,,,,,,,2
Cheung Gong 7 hou,3.1,Cheung Gong 7 hou,Comedy,Drama,Fantasy,Sci-Fi,,,,,2
"Chi trova un amico, trova un tesoro",2.333333333333333,"Chi trova un amico, trova un tesoro",Action,Adventure,Comedy,,,,,,2
Chicago,3.5974025974025974,Chicago,Comedy,Crime,Drama,Musical,,,,,2
Chicago Cab,3.1666666666666665,Chicago Cab,Comedy,Drama,,,,,,,2
Chicago Joe and the Showgirl,2.5,Chicago Joe and the Showgirl,Drama,,,,,,,,2
Chicken Little,2.931654676258993,Chicken Little,Action,Adventure,Animation,Children,Comedy,Sci-Fi,,,2
Chicken Run,3.542281879194631,Chicken Run,Animation,Children,Comedy,,,,,,2
Chihwaseon,2.875,Chihwaseon,Drama,,,,,,,,2
Chik yeung tin si,3.3125,Chik yeung tin si,Action,Comedy,Romance,Thriller,,,,,2
Chikyû Bôeigun,3.25,Chikyû Bôeigun,Sci-Fi,,,,,,,,2
Child's Play 2,2.021276595744681,Child's Play 2,Horror,Thriller,,,,,,,2
Child's Play 3,1.931372549019608,Child's Play 3,Comedy,Horror,Thriller,,,,,,2
Children Underground,4.166666666666667,Children Underground,Documentary,,,,,,,,2
Children of Dune,3.608695652173913,Children of Dune,Fantasy,Sci-Fi,,,,,,,2
Children of Men,3.8521634615384617,Children of Men,Action,Comedy,Crime,Drama,,,,,2
Children of Men,3.8521634615384617,Children of Men,Action,Adventure,Drama,Sci-Fi,Thriller,,,,2
Children of a Lesser God,3.7401960784313726,Children of a Lesser God,Drama,,,,,,,,2
Children of the Corn,2.575268817204301,Children of the Corn,Horror,Thriller,,,,,,,2
Children of the Corn II: The Final Sacrifice,1.6041666666666667,Children of the Corn II: The Final Sacrifice,Horror,,,,,,,,2
Children of the Corn III: Urban Harvest,1.7222222222222223,Children of the Corn III: Urban Harvest,Horror,,,,,,,,2
Children of the Corn: The Gathering,1.9615384615384612,Children of the Corn: The Gathering,Horror,,,,,,,,2
Children of the Damned,3.113636363636364,Children of the Damned,Horror,Sci-Fi,Thriller,,,,,,2
Children of the Night,2.25,Children of the Night,Horror,,,,,,,,2
Children of the Revolution,3.2142857142857144,Children of the Revolution,Comedy,,,,,,,,2
Chill Factor,2.5476190476190474,Chill Factor,Action,Adventure,Comedy,Thriller,,,,,2
China Moon,2.611111111111111,China Moon,Thriller,,,,,,,,2
Chinatown,4.1358490566037736,Chinatown,Crime,Film-Noir,Mystery,Thriller,,,,,2
Chinese Box,3.230769230769231,Chinese Box,Drama,Romance,,,,,,,2
Chinjeolhan geumjassi,3.7127659574468086,Chinjeolhan geumjassi,Crime,Drama,Mystery,Thriller,,,,,2
Chisum,3.230769230769231,Chisum,Western,,,,,,,,2
Chitty Chitty Bang Bang,3.442748091603053,Chitty Chitty Bang Bang,Adventure,Children,Comedy,Fantasy,Musical,,,,2
Chlopaki nie placza,4.1,Chlopaki nie placza,Comedy,,,,,,,,2
Chocolat,3.707680250783699,Chocolat,Comedy,Romance,,,,,,,2
Chocolat,3.707680250783699,Chocolat,Drama,,,,,,,,2
Choke,3.25,Choke,Comedy,Drama,,,,,,,2
Chopper,3.617021276595745,Chopper,Drama,Thriller,,,,,,,2
Chopping Mall,2.4285714285714284,Chopping Mall,Action,Horror,Sci-Fi,,,,,,2
Choses secrètes,4.0,Choses secrètes,Drama,Fantasy,,,,,,,2
Christiane F. - Wir Kinder vom Bahnhof Zoo,3.5,Christiane F. - Wir Kinder vom Bahnhof Zoo,Drama,,,,,,,,2
Christine,3.1020408163265305,Christine,Horror,,,,,,,,2
Christmas Vacation,3.5170731707317078,Christmas Vacation,Comedy,,,,,,,,2
Christmas in July,3.2777777777777777,Christmas in July,Comedy,Romance,,,,,,,2
Christmas on Mars,4.5,Christmas on Mars,Sci-Fi,,,,,,,,2
Christmas with the Kranks,2.1122448979591835,Christmas with the Kranks,Children,Comedy,,,,,,,2
Chrome Hearts,2.625,Chrome Hearts,Comedy,Horror,,,,,,,2
Chuck & Buck,3.2209302325581395,Chuck & Buck,Comedy,Drama,,,,,,,2
Chuen jik sat sau,3.6458333333333335,Chuen jik sat sau,Action,Thriller,,,,,,,2
Chugyeogja,1.7222222222222223,Chugyeogja,Comedy,,,,,,,,2
Chun gwong cha sit,3.8,Chun gwong cha sit,Drama,Romance,,,,,,,2
Chun gwong cha sit,3.8,Chun gwong cha sit,Drama,Romance,,,,,,,2
Chung Hing sam lam,4.022321428571429,Chung Hing sam lam,Drama,Mystery,Romance,,,,,,2
Chunhyangdyun,3.25,Chunhyangdyun,Drama,Musical,Romance,,,,,,2
Chûshingura,3.2142857142857144,Chûshingura,Drama,,,,,,,,2
Cidade de Deus,4.2105263157894735,Cidade de Deus,Action,Crime,Drama,,,,,,2
Cidade dos Homens,3.783333333333333,Cidade dos Homens,Drama,,,,,,,,2
Cinderella,3.477195945945946,Cinderella,Animation,Children,Fantasy,Musical,Romance,,,,2
Cinderella,3.477195945945946,Cinderella,Children,Fantasy,Musical,Romance,,,,,2
Cinderella Man,3.907932011331445,Cinderella Man,Drama,Romance,,,,,,,2
Cinderfella,3.1666666666666665,Cinderfella,Comedy,,,,,,,,2
Cinemania,3.793103448275862,Cinemania,Documentary,,,,,,,,2
Circle of Friends,3.282608695652174,Circle of Friends,Drama,Romance,,,,,,,2
Circle of Iron,3.142857142857143,Circle of Iron,Action,Adventure,Fantasy,Mystery,,,,,2
Citizen Kane,4.038819875776397,Citizen Kane,Drama,Mystery,,,,,,,2
Citizen Ruth,3.555555555555556,Citizen Ruth,Comedy,Drama,,,,,,,2
Citizen Toxie: The Toxic Avenger IV,2.8181818181818183,Citizen Toxie: The Toxic Avenger IV,Action,Comedy,Horror,,,,,,2
City Hall,3.158333333333333,City Hall,Drama,Thriller,,,,,,,2
City Heat,2.6666666666666665,City Heat,Action,Comedy,,,,,,,2
City Lights,4.046610169491525,City Lights,Drama,,,,,,,,2
City Lights,4.046610169491525,City Lights,Comedy,Drama,Romance,,,,,,2
City Slickers,3.3041666666666667,City Slickers,Adventure,Comedy,Western,,,,,,2
City Slickers II: The Legend of Curly's Gold,2.5,City Slickers II: The Legend of Curly's Gold,Adventure,Comedy,Western,,,,,,2
City by the Sea,3.107692307692308,City by the Sea,Crime,Drama,,,,,,,2
City of Angels,3.24,City of Angels,Drama,Fantasy,Romance,,,,,,2
City of Ember,3.4285714285714284,City of Ember,Adventure,Children,Fantasy,,,,,,2
City of Ghosts,2.9,City of Ghosts,Crime,Drama,Thriller,,,,,,2
City of Industry,3.25,City of Industry,Crime,Thriller,,,,,,,2
City of Joy,3.3,City of Joy,Drama,,,,,,,,2
Claire of the Moon,2.5,Claire of the Moon,Drama,Romance,,,,,,,2
Clambake,3.0,Clambake,Musical,,,,,,,,2
Clara's Heart,3.25,Clara's Heart,Drama,,,,,,,,2
Clash of the Titans,3.335,Clash of the Titans,Action,Adventure,Fantasy,,,,,,2
Class,2.5384615384615383,Class,Comedy,,,,,,,,2
Class Action,3.575,Class Action,Drama,,,,,,,,2
Class Reunion,2.125,Class Reunion,Comedy,,,,,,,,2
Class of 1984,2.7222222222222223,Class of 1984,Action,Drama,Thriller,,,,,,2
Class of Nuke 'Em High,2.5,Class of Nuke 'Em High,Comedy,Horror,,,,,,,2
Class of Nuke 'Em High Part II: Subhumanoid Meltdown,2.7,Class of Nuke 'Em High Part II: Subhumanoid Meltdown,Comedy,Horror,Sci-Fi,,,,,,2
Clay Pigeons,3.0806451612903225,Clay Pigeons,Crime,,,,,,,,2
Clean Slate,2.323529411764706,Clean Slate,Comedy,,,,,,,,2
Clean and Sober,3.5789473684210527,Clean and Sober,Drama,,,,,,,,2
Cleaner,3.212121212121212,Cleaner,Crime,Thriller,,,,,,,2
Clear and Present Danger,3.478,Clear and Present Danger,Action,Adventure,Thriller,,,,,,2
Cleopatra,3.3780487804878048,Cleopatra,Drama,Romance,,,,,,,2
Clerks II,3.626,Clerks II,Comedy,,,,,,,,2
Clerks.,3.7757452574525754,Clerks.,Comedy,,,,,,,,2
Click,3.1262626262626263,Click,Comedy,Drama,Fantasy,,,,,,2
Cliffhanger,2.754884547069272,Cliffhanger,Action,Adventure,Thriller,,,,,,2
Clifford's Really Big Movie,1.9523809523809523,Clifford's Really Big Movie,Comedy,,,,,,,,2
Clifford's Really Big Movie,1.9523809523809523,Clifford's Really Big Movie,Animation,Children,,,,,,,2
Cloak & Dagger,3.33,Cloak & Dagger,Drama,Romance,,,,,,,2
Cloak & Dagger,3.33,Cloak & Dagger,Action,Adventure,Children,Crime,Mystery,Thriller,,,2
Clockers,3.4682539682539684,Clockers,Crime,Drama,Mystery,,,,,,2
Clockstoppers,2.508771929824561,Clockstoppers,Action,Sci-Fi,,,,,,,2
Clockwatchers,3.3421052631578947,Clockwatchers,Comedy,,,,,,,,2
Clockwise,3.5,Clockwise,Comedy,,,,,,,,2
Close Encounters of the Third Kind,3.730891719745223,Close Encounters of the Third Kind,Adventure,Drama,Sci-Fi,,,,,,2
Closer,3.626388888888889,Closer,Drama,Romance,,,,,,,2
Cloverfield,3.3875,Cloverfield,Action,Mystery,Sci-Fi,Thriller,,,,,2
Club Dread,2.5090909090909093,Club Dread,Comedy,Horror,,,,,,,2
Club Paradise,2.636363636363636,Club Paradise,Comedy,,,,,,,,2
Clue,3.5406976744186047,Clue,Comedy,Mystery,,,,,,,2
Clueless,3.2415123456790123,Clueless,Comedy,Romance,,,,,,,2
Cléo de 5 à 7,4.115384615384615,Cléo de 5 à 7,Drama,,,,,,,,2
Coach Carter,3.567708333333333,Coach Carter,Drama,,,,,,,,2
Coal Miner's Daughter,3.7176470588235295,Coal Miner's Daughter,Drama,,,,,,,,2
Cobb,3.083333333333333,Cobb,Drama,,,,,,,,2
Cobra,2.4609375,Cobra,Drama,,,,,,,,2
Cobra,2.4609375,Cobra,Action,Crime,,,,,,,2
Cobra Verde,3.333333333333333,Cobra Verde,Adventure,Drama,,,,,,,2
Cocaine Cowboys,4.166666666666667,Cocaine Cowboys,Documentary,,,,,,,,2
Cocktail,2.6903225806451614,Cocktail,Drama,Romance,,,,,,,2
Cocoon,3.261786600496278,Cocoon,Comedy,Sci-Fi,,,,,,,2
Cocoon: The Return,2.5136986301369864,Cocoon: The Return,Comedy,Sci-Fi,,,,,,,2
Code 46,3.234375,Code 46,Romance,Sci-Fi,,,,,,,2
Code Name: The Cleaner,2.5,Code Name: The Cleaner,Action,Comedy,Crime,,,,,,2
Code inconnu: Récit incomplet de divers voyages,2.9615384615384617,Code inconnu: Récit incomplet de divers voyages,Drama,,,,,,,,2
Code of Silence,2.7777777777777777,Code of Silence,Action,,,,,,,,2
Coffee and Cigarettes,3.4402985074626864,Coffee and Cigarettes,Comedy,Drama,,,,,,,2
Coffy,3.566666666666667,Coffy,Action,Crime,Drama,,,,,,2
Cold Comfort Farm,3.691780821917808,Cold Comfort Farm,Comedy,,,,,,,,2
Cold Creek Manor,2.292452830188679,Cold Creek Manor,Drama,Thriller,,,,,,,2
Cold Fever,4.0,Cold Fever,Comedy,Drama,,,,,,,2
Cold Mountain,3.683229813664597,Cold Mountain,Drama,Romance,War,,,,,,2
Collateral,3.728013029315961,Collateral,Action,Crime,Drama,Thriller,,,,,2
Collateral Damage,2.5145985401459856,Collateral Damage,Action,Thriller,,,,,,,2
College,3.5416666666666665,College,Comedy,,,,,,,,2
College,3.5416666666666665,College,Comedy,,,,,,,,2
College Road Trip,1.9,College Road Trip,Comedy,,,,,,,,2
Color of Night,2.682926829268293,Color of Night,Drama,Thriller,,,,,,,2
Colors,3.3,Colors,Action,Crime,Drama,,,,,,2
Colossus: The Forbin Project,3.44,Colossus: The Forbin Project,Sci-Fi,Thriller,,,,,,,2
Colour Me Kubrick: A True...ish Story,3.583333333333333,Colour Me Kubrick: A True...ish Story,Comedy,Drama,,,,,,,2
Coma,3.273809523809524,Coma,Thriller,,,,,,,,2
Comandante,3.4,Comandante,Documentary,,,,,,,,2
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",3.727272727272727,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Drama,,,,,,,,2
"Come Back, Little Sheba",3.8,"Come Back, Little Sheba",Drama,,,,,,,,2
Come See the Paradise,3.1,Come See the Paradise,Drama,Romance,,,,,,,2
Come September,3.0,Come September,Comedy,,,,,,,,2
Comedian,3.388888888888889,Comedian,Comedy,Documentary,,,,,,,2
Comedian Harmonists,3.75,Comedian Harmonists,Drama,,,,,,,,2
Comes a Horseman,3.5,Comes a Horseman,Drama,Romance,Western,,,,,,2
Comic Book Villains,2.75,Comic Book Villains,Comedy,,,,,,,,2
Coming Apart,2.0,Coming Apart,Drama,,,,,,,,2
Coming Home,3.611111111111111,Coming Home,Drama,War,,,,,,,2
Coming to America,3.4166666666666665,Coming to America,Comedy,,,,,,,,2
Commando,3.0288461538461537,Commando,Action,Adventure,,,,,,,2
Comme une image,3.475,Comme une image,Comedy,Drama,Romance,,,,,,2
Comment j'ai tué mon père,3.5,Comment j'ai tué mon père,Drama,,,,,,,,2
Committed,2.5,Committed,Comedy,Drama,,,,,,,2
Communion,2.864583333333333,Communion,Horror,Mystery,,,,,,,2
Communion,2.864583333333333,Communion,Drama,Sci-Fi,Thriller,,,,,,2
Como agua para chocolate,3.7900943396226414,Como agua para chocolate,Drama,Romance,,,,,,,2
Company Man,2.0,Company Man,Comedy,,,,,,,,2
Con Air,3.02742946708464,Con Air,Action,Adventure,Thriller,,,,,,2
Conan the Barbarian,3.2286184210526314,Conan the Barbarian,Action,Adventure,,,,,,,2
Conan the Destroyer,2.833333333333333,Conan the Destroyer,Action,Adventure,Fantasy,,,,,,2
Conceiving Ada,1.5,Conceiving Ada,Drama,Sci-Fi,,,,,,,2
Concert for George,4.038461538461538,Concert for George,Documentary,Musical,,,,,,,2
Condition Red,2.5,Condition Red,Action,Drama,Thriller,,,,,,2
Condorman,2.977272727272727,Condorman,Action,Adventure,Children,Comedy,,,,,2
Coneheads,2.391373801916933,Coneheads,Comedy,Sci-Fi,,,,,,,2
Confessions of a Dangerous Mind,3.5655430711610485,Confessions of a Dangerous Mind,Action,Comedy,Drama,,,,,,2
Confessions of a Teenage Drama Queen,2.261363636363636,Confessions of a Teenage Drama Queen,Comedy,,,,,,,,2
Confidence,3.567708333333333,Confidence,Crime,Drama,Thriller,,,,,,2
Confidences trop intimes,3.852941176470588,Confidences trop intimes,Drama,,,,,,,,2
Congo,2.283557046979866,Congo,Action,Adventure,Mystery,Sci-Fi,,,,,2
Connie and Carla,3.2241379310344827,Connie and Carla,Comedy,,,,,,,,2
Conquest of Space,4.0,Conquest of Space,Sci-Fi,,,,,,,,2
Conquest of the Planet of the Apes,2.935714285714285,Conquest of the Planet of the Apes,Action,Sci-Fi,,,,,,,2
Consenting Adults,3.15625,Consenting Adults,Thriller,,,,,,,,2
Conspiracy,3.721311475409836,Conspiracy,Drama,War,,,,,,,2
Conspiracy,3.721311475409836,Conspiracy,Action,Drama,Western,,,,,,2
Conspiracy Theory,3.3216783216783217,Conspiracy Theory,Drama,Mystery,Romance,Thriller,,,,,2
Constantine,3.3045685279187818,Constantine,Action,Horror,Thriller,,,,,,2
Contact,3.601543209876543,Contact,Drama,Sci-Fi,,,,,,,2
Contact,3.601543209876543,Contact,Fantasy,Horror,Sci-Fi,,,,,,2
Contamination,2.1666666666666665,Contamination,Action,Horror,Sci-Fi,,,,,,2
Conte d'automne,3.7,Conte d'automne,Romance,,,,,,,,2
Conte de printemps,3.4166666666666665,Conte de printemps,Drama,Romance,,,,,,,2
Continental Divide,2.892857142857143,Continental Divide,Comedy,Romance,,,,,,,2
Control,3.7708333333333335,Control,Drama,,,,,,,,2
Control Room,3.804347826086957,Control Room,Documentary,War,,,,,,,2
Conversations with Other Women,3.888888888888889,Conversations with Other Women,Comedy,Drama,Romance,,,,,,2
Convoy,2.571428571428572,Convoy,Action,Comedy,Drama,,,,,,2
Coogan's Bluff,3.136363636363636,Coogan's Bluff,Crime,,,,,,,,2
Cookie's Fortune,3.5032467532467533,Cookie's Fortune,Comedy,Drama,,,,,,,2
Cookie's Fortune,3.5032467532467533,Cookie's Fortune,Comedy,Crime,,,,,,,2
Cool Hand Luke,4.04245283018868,Cool Hand Luke,Drama,,,,,,,,2
Cool Hand Luke,4.04245283018868,Cool Hand Luke,Drama,Horror,,,,,,,2
Cool Runnings,3.1368821292775664,Cool Runnings,Comedy,,,,,,,,2
Cool World,2.246153846153846,Cool World,Animation,Crime,Mystery,,,,,,2
Cool as Ice,1.0,Cool as Ice,Drama,,,,,,,,2
Cop Land,3.314009661835749,Cop Land,Action,Crime,Drama,Thriller,,,,,2
Cop and ½,1.7058823529411764,Cop and ½,Comedy,,,,,,,,2
Cops and Robbersons,2.409090909090909,Cops and Robbersons,Comedy,,,,,,,,2
Copycat,3.1551020408163266,Copycat,Crime,Drama,Horror,Mystery,Thriller,,,,2
Copying Beethoven,3.35,Copying Beethoven,Drama,Musical,,,,,,,2
Corky Romano,2.112068965517241,Corky Romano,Comedy,Crime,,,,,,,2
Corpse Bride,3.6514778325123154,Corpse Bride,Animation,Comedy,Fantasy,Musical,Romance,,,,2
"Corrina, Corrina",3.176470588235294,"Corrina, Corrina",Comedy,Drama,Romance,,,,,,2
Così fan tutte,3.3181818181818183,Così fan tutte,Comedy,,,,,,,,2
Countess Dracula,3.333333333333333,Countess Dracula,Horror,,,,,,,,2
Country Life,2.625,Country Life,Drama,Romance,,,,,,,2
Country of My Skull,2.5,Country of My Skull,Drama,,,,,,,,2
Coup de torchon,4.136363636363637,Coup de torchon,Crime,,,,,,,,2
Courage Mountain,3.25,Courage Mountain,Adventure,Children,Drama,,,,,,2
Courage Under Fire,3.436170212765957,Courage Under Fire,Drama,War,,,,,,,2
Courage Under Fire,3.436170212765957,Courage Under Fire,Drama,Thriller,War,,,,,,2
Cousin Bette,3.4545454545454546,Cousin Bette,Comedy,,,,,,,,2
Cousins,3.53125,Cousins,Comedy,Romance,,,,,,,2
Cousins,3.53125,Cousins,Drama,Romance,,,,,,,2
Cover Girl,2.875,Cover Girl,Comedy,Musical,,,,,,,2
Cowboy Bebop: Tengoku no tobira,3.803125,Cowboy Bebop: Tengoku no tobira,Action,Animation,Film-Noir,Sci-Fi,Thriller,,,,2
Coyote Ugly,2.6666666666666665,Coyote Ugly,Horror,Thriller,,,,,,,2
Coyote Ugly,2.6666666666666665,Coyote Ugly,Drama,,,,,,,,2
Crackerjack,3.4,Crackerjack,Comedy,,,,,,,,2
Cradle 2 the Grave,2.6194029850746268,Cradle 2 the Grave,Action,Crime,Thriller,,,,,,2
Cradle Will Rock,3.119565217391304,Cradle Will Rock,Drama,,,,,,,,2
Crank,3.386363636363636,Crank,Action,Thriller,,,,,,,2
Crash,3.903311965811966,Crash,Drama,Thriller,,,,,,,2
Crash,3.903311965811966,Crash,Crime,Drama,Romance,,,,,,2
Crash,3.903311965811966,Crash,Crime,Drama,,,,,,,2
Crash Dive,3.0,Crash Dive,Drama,Romance,War,,,,,,2
Crazy Love,3.357142857142857,Crazy Love,Comedy,,,,,,,,2
Crazy Love,3.357142857142857,Crazy Love,Documentary,,,,,,,,2
Crazy as Hell,3.0,Crazy as Hell,Drama,,,,,,,,2
Crazy in Alabama,3.119047619047619,Crazy in Alabama,Comedy,Drama,,,,,,,2
Crazy/Beautiful,3.060240963855421,Crazy/Beautiful,Drama,Romance,,,,,,,2
Creature Comforts,4.078767123287672,Creature Comforts,Animation,Comedy,,,,,,,2
Creature from the Black Lagoon,3.352272727272727,Creature from the Black Lagoon,Adventure,Horror,Sci-Fi,,,,,,2
Creepshow,3.285,Creepshow,Horror,,,,,,,,2
Creepshow 2,2.8,Creepshow 2,Horror,,,,,,,,2
Crime Spree,3.6666666666666665,Crime Spree,Comedy,Crime,,,,,,,2
Crime and Punishment in Suburbia,2.75,Crime and Punishment in Suburbia,Comedy,Drama,,,,,,,2
Crimes and Misdemeanors,3.98051948051948,Crimes and Misdemeanors,Comedy,Crime,Drama,,,,,,2
Crimes of Passion,2.9444444444444446,Crimes of Passion,Drama,Romance,Thriller,,,,,,2
Crimes of the Heart,3.3666666666666667,Crimes of the Heart,Comedy,Drama,,,,,,,2
Crimetime,2.0,Crimetime,Thriller,,,,,,,,2
Crimewave,2.8,Crimewave,Comedy,Crime,,,,,,,2
Criminal,3.324324324324324,Criminal,Comedy,Drama,,,,,,,2
Criminal Law,2.6666666666666665,Criminal Law,Thriller,,,,,,,,2
Crimson Tide,3.577889447236181,Crimson Tide,Drama,Thriller,War,,,,,,2
CrissCross,2.8194444444444446,CrissCross,Drama,,,,,,,,2
CrissCross,2.8194444444444446,CrissCross,Crime,Drama,Film-Noir,,,,,,2
Critical Care,2.583333333333333,Critical Care,Comedy,,,,,,,,2
Critical Condition,2.6666666666666665,Critical Condition,Comedy,,,,,,,,2
Critters,2.8777777777777778,Critters,Comedy,Sci-Fi,,,,,,,2
Critters 2,2.475,Critters 2,Comedy,Horror,Sci-Fi,,,,,,2
Critters 3,2.3421052631578947,Critters 3,Comedy,Sci-Fi,,,,,,,2
Critters 4,3.0,Critters 4,Comedy,Horror,Sci-Fi,,,,,,2
"Crna macka, beli macor",4.073684210526316,"Crna macka, beli macor",Comedy,Romance,,,,,,,2
Crocodile Dundee,3.0521008403361343,Crocodile Dundee,Adventure,Comedy,,,,,,,2
Crocodile Dundee in Los Angeles,2.226851851851852,Crocodile Dundee in Los Angeles,Comedy,Drama,,,,,,,2
Cromwell,3.7857142857142856,Cromwell,Drama,,,,,,,,2
Cronos,3.076923076923077,Cronos,Action,Drama,Horror,,,,,,2
Crooklyn,3.375,Crooklyn,Comedy,,,,,,,,2
Cross Creek,3.5,Cross Creek,Drama,,,,,,,,2
Cross of Iron,3.7625,Cross of Iron,War,,,,,,,,2
Crossfire,3.9,Crossfire,Crime,Film-Noir,,,,,,,2
Crossing Delancey,3.575757575757576,Crossing Delancey,Comedy,Romance,,,,,,,2
Crossover,3.5,Crossover,Action,Drama,,,,,,,2
Crossroads,1.8645833333333333,Crossroads,Comedy,Musical,Romance,,,,,,2
Crossroads,1.8645833333333333,Crossroads,Drama,,,,,,,,2
Croupier,3.699186991869919,Croupier,Crime,Drama,,,,,,,2
Cruel Intentions,3.2473262032085564,Cruel Intentions,Drama,,,,,,,,2
Cruising,2.9444444444444446,Cruising,Crime,Drama,Thriller,,,,,,2
Crumb,3.941780821917808,Crumb,Documentary,,,,,,,,2
Crush,2.5527777777777776,Crush,Thriller,,,,,,,,2
Crush,2.5527777777777776,Crush,Comedy,Romance,,,,,,,2
Crush,2.5527777777777776,Crush,Drama,,,,,,,,2
Crustacés et coquillages,3.5,Crustacés et coquillages,Comedy,Musical,Romance,,,,,,2
Cry Freedom,3.922222222222222,Cry Freedom,Drama,,,,,,,,2
"Cry, the Beloved Country",3.4411764705882355,"Cry, the Beloved Country",Drama,,,,,,,,2
Cry-Baby,3.241573033707865,Cry-Baby,Comedy,Musical,Romance,,,,,,2
Cry_Wolf,2.84,Cry_Wolf,Horror,Thriller,,,,,,,2
Crying Freeman,3.088235294117647,Crying Freeman,Action,Thriller,,,,,,,2
Cube,3.6215880893300247,Cube,Horror,Mystery,Sci-Fi,Thriller,,,,,2
Cube Zero,3.136363636363636,Cube Zero,Horror,Mystery,Sci-Fi,Thriller,,,,,2
Cujo,2.75,Cujo,Horror,Thriller,,,,,,,2
Cul-de-sac,4.0,Cul-de-sac,Comedy,Crime,Drama,Thriller,,,,,2
Curdled,3.5,Curdled,Crime,,,,,,,,2
Curious George,3.116279069767442,Curious George,Adventure,Animation,Children,Comedy,,,,,2
Curly Sue,2.4,Curly Sue,Comedy,Drama,,,,,,,2
Curse of the Puppet Master,2.1666666666666665,Curse of the Puppet Master,Horror,Sci-Fi,Thriller,,,,,,2
Cursed,2.3295454545454546,Cursed,Horror,Sci-Fi,,,,,,,2
Cursed,2.3295454545454546,Cursed,Horror,Thriller,,,,,,,2
Curtis's Charm,1.0,Curtis's Charm,Comedy,Drama,,,,,,,2
Cutter's Way,3.6666666666666665,Cutter's Way,Drama,Thriller,,,,,,,2
Cutthroat Island,2.685840707964602,Cutthroat Island,Action,Adventure,Romance,,,,,,2
Cyborg,1.9375,Cyborg,Action,Sci-Fi,,,,,,,2
Cypher,3.5211267605633805,Cypher,Action,Fantasy,Sci-Fi,Thriller,,,,,2
Cyrano de Bergerac,3.760869565217391,Cyrano de Bergerac,Action,Drama,Romance,,,,,,2
Czlowiek z marmuru,4.2,Czlowiek z marmuru,Drama,,,,,,,,2
Czlowiek z zelaza,3.071428571428572,Czlowiek z zelaza,Drama,Romance,,,,,,,2
D-War,2.117647058823529,D-War,Action,Adventure,Drama,Fantasy,Sci-Fi,,,,2
D.A.R.Y.L.,2.9456521739130435,D.A.R.Y.L.,Adventure,Children,Sci-Fi,,,,,,2
D.C. Cab,2.5,D.C. Cab,Action,Comedy,,,,,,,2
D.E.B.S.,3.175675675675676,D.E.B.S.,Action,Comedy,,,,,,,2
D2: The Mighty Ducks,2.327272727272727,D2: The Mighty Ducks,Children,Comedy,,,,,,,2
D3: The Mighty Ducks,2.0588235294117645,D3: The Mighty Ducks,Children,Comedy,,,,,,,2
DNA,0.5,DNA,Action,Sci-Fi,,,,,,,2
