title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8
The Return of the Texas Chainsaw Massacre,Horror,,,,,,,
Ruthless People,Comedy,,,,,,,
Trick 'r Treat,Horror,,,,,,,
Deadly Friend,Horror,,,,,,,
Belizaire the Cajun,Drama,,,,,,,
Der Name der Rose,Crime,Drama,Mystery,Thriller,,,,
Jumpin' Jack Flash,Action,Comedy,Romance,Thriller,,,,
Peggy Sue Got Married,Comedy,Drama,,,,,,
Crocodile Dundee,Adventure,Comedy,,,,,,
'Crocodile' Dundee II,Action,Adventure,Comedy,,,,,
Tough Guys Don't Dance,Comedy,,,,,,,
Soul Man,Comedy,,,,,,,
The Color of Money,Drama,,,,,,,
52 Pick-Up,Action,Mystery,Thriller,,,,,
Heartbreak Ridge,Action,War,,,,,,
Firewalker,Adventure,,,,,,,
¡Three Amigos!,Comedy,Western,,,,,,
Gloria,Drama,Thriller,,,,,,
Nettoyage à sec,Drama,,,,,,,
My Name Is Joe,Drama,Romance,,,,,,
Still Crazy,Comedy,Romance,,,,,,
El día de la bestia,Adventure,Comedy,Thriller,,,,,
She's All That,Comedy,Romance,,,,,,
The 24 Hour Woman,Comedy,Drama,,,,,,
"Blood, Guts, Bullets and Octane",Action,Comedy,,,,,,
Peeping Tom,Drama,Horror,Thriller,,,,,
Spanish Fly,Drama,,,,,,,
Payback,Action,Thriller,,,,,,
Simply Irresistible,Comedy,Romance,,,,,,
20 Dates,Comedy,Romance,,,,,,
Comedian Harmonists,Drama,,,,,,,
Last Days,Documentary,,,,,,,
La planète sauvage,Animation,Sci-Fi,,,,,,
Blast from the Past,Comedy,Romance,,,,,,
Message in a Bottle,Romance,,,,,,,
My Favorite Martian,Comedy,Sci-Fi,,,,,,
"God Said, 'Ha!'",Comedy,,,,,,,
Jawbreaker,Comedy,,,,,,,
October Sky,Drama,,,,,,,
Office Space,Comedy,Crime,,,,,,
Sib,Drama,,,,,,,
200 Cigarettes,Comedy,Drama,,,,,,
8MM,Drama,Mystery,Thriller,,,,,
The Other Sister,Comedy,Drama,Romance,,,,,
Breakfast of Champions,Comedy,Sci-Fi,,,,,,
The Break-Up,Comedy,,,,,,,
Eight Days a Week,Comedy,,,,,,,
Just the Ticket,Comedy,Romance,,,,,,
The Long Goodbye,Crime,Film-Noir,,,,,,
Narayama-bushi kô,Drama,,,,,,,
Pet Sematary,Horror,,,,,,,
Pet Sematary II,Horror,,,,,,,
Children of the Corn II: The Final Sacrifice,Horror,,,,,,,
Children of the Corn III: Urban Harvest,Horror,,,,,,,
Christine,Horror,,,,,,,
Night Shift,Comedy,,,,,,,
House on Haunted Hill,Horror,,,,,,,
Airport,Drama,,,,,,,
Airport 1975,Action,Drama,Thriller,,,,,
Airport '77,Drama,,,,,,,
Rollercoaster,Drama,Thriller,,,,,,
The Towering Inferno,Action,Adventure,Drama,Thriller,,,,
Albino Alligator,Action,Horror,Sci-Fi,,,,,
Meteor,Sci-Fi,,,,,,,
Westworld,Action,Sci-Fi,Thriller,Western,,,,
Logan's Run,Action,Adventure,Sci-Fi,,,,,
Planet of the Apes,Action,Drama,Sci-Fi,,,,,
Beneath the Planet of the Apes,Action,Sci-Fi,,,,,,
Battle for the Planet of the Apes,Action,Sci-Fi,,,,,,
Conquest of the Planet of the Apes,Action,Sci-Fi,,,,,,
Escape from the Planet of the Apes,Action,Sci-Fi,,,,,,
Avalanche Alley,Action,,,,,,,
10.5,Action,Drama,Thriller,,,,,
The Concorde... Airport '79,Drama,,,,,,,
Beyond the Poseidon Adventure,Adventure,,,,,,,
Dancemaker,Documentary,,,,,,,
Analyze This,Comedy,,,,,,,
The Corruptor,Action,Crime,Drama,Thriller,,,,
Cruel Intentions,Drama,,,,,,,
"Lock, Stock and Two Smoking Barrels",Comedy,Crime,Thriller,,,,,
Six Ways to Sunday,Comedy,,,,,,,
L'école de la chair,Drama,Romance,,,,,,
Relax... It's Just Sex,Comedy,,,,,,,
The Deep End of the Ocean,Drama,,,,,,,
The Rage: Carrie 2,Horror,,,,,,,
Wing Commander,Action,Sci-Fi,,,,,,
The Haunting,Horror,,,,,,,
Dead Ringers,Drama,Horror,Thriller,,,,,
My Boyfriend's Back,Comedy,,,,,,,
Village of the Damned,Horror,Sci-Fi,Thriller,,,,,
Children of the Damned,Horror,Sci-Fi,Thriller,,,,,
Baby Geniuses,Comedy,,,,,,,
Telling You,Comedy,Drama,Romance,,,,,
Seul contre tous,Drama,Thriller,,,,,,
Forces of Nature,Comedy,Romance,,,,,,
The King and I,Animation,Children,,,,,,
Ravenous,Comedy,Drama,Horror,,,,,
True Crime,Crime,Thriller,,,,,,
Bandits,Drama,,,,,,,
Dangerous Beauty,Drama,,,,,,,
The King and I,Drama,Musical,Romance,,,,,
Doug's 1st Movie,Animation,Children,,,,,,
Edtv,Comedy,,,,,,,
The Mod Squad,Action,Crime,,,,,,
Among Giants,Drama,Romance,,,,,,
A Walk on the Moon,Drama,Romance,,,,,,
The Matrix,Action,Sci-Fi,Thriller,,,,,
10 Things I Hate About You,Comedy,Romance,,,,,,
Tango,Drama,Musical,,,,,,
The Out-of-Towners,Comedy,,,,,,,
La vie rêvée des anges,Drama,,,,,,,
"Love, etc.",Drama,,,,,,,
Metroland,Comedy,Drama,,,,,,
The Sticky Fingers of Time,Sci-Fi,,,,,,,
Following,Crime,Film-Noir,Mystery,Thriller,,,,
Go,Comedy,Crime,,,,,,
Never Been Kissed,Comedy,Romance,,,,,,
Shuang long hui,Action,Comedy,,,,,,
Cookie's Fortune,Comedy,Drama,,,,,,
Foolish Wives,Comedy,,,,,,,
Los amantes del Círculo Polar,Drama,Romance,,,,,,
Goodbye Lover,Comedy,Crime,Thriller,,,,,
Waking Life,Comedy,Crime,Drama,,,,,
Friends & Lovers,Comedy,Drama,Romance,,,,,
Hideous Kinky,Drama,,,,,,,
Jeanne et le garçon formidable,Comedy,Drama,Romance,,,,,
Il mostro,Comedy,,,,,,,
Abre los ojos,Drama,Romance,Sci-Fi,Thriller,,,,
Fotoamator,Documentary,,,,,,,
SLC Punk!,Comedy,Drama,,,,,,
Lost & Found,Comedy,Romance,,,,,,
Pushing Tin,Comedy,,,,,,,
Election,Comedy,,,,,,,
eXistenZ,Action,Sci-Fi,Thriller,,,,,
A Little Bit of Soul,Comedy,,,,,,,
Xing xing wang,Adventure,Sci-Fi,,,,,,
Revolutionary Road,Drama,,,,,,,
Let It Come Down: The Life of Paul Bowles,Documentary,,,,,,,
Entrapment,Crime,Thriller,,,,,,
Idle Hands,Comedy,Horror,,,,,,
Get Real,Drama,Romance,,,,,,
Bian Lian,Drama,,,,,,,
Three Seasons,Drama,,,,,,,
The Winslow Boy,Drama,,,,,,,
Mildred Pierce,Drama,Film-Noir,,,,,,
Night of the Comet,Comedy,Horror,Sci-Fi,,,,,
Chopping Mall,Action,Horror,Sci-Fi,,,,,
My Science Project,Adventure,Sci-Fi,,,,,,
Dick Tracy,Action,Crime,,,,,,
The Mummy,Action,Adventure,Fantasy,Horror,Thriller,,,
The Castle,Comedy,,,,,,,
Mascara,Drama,,,,,,,
This Is My Father,Drama,Romance,,,,,,
Tian yu,Drama,,,,,,,
A Midsummer Night's Dream,Comedy,Fantasy,,,,,,
Trippin',Comedy,,,,,,,
Wandâfuru raifu,Drama,,,,,,,
Hak hap,Action,Adventure,Crime,Sci-Fi,Thriller,,,
Edge of Seventeen,Comedy,Drama,Romance,,,,,
The Endurance: Shackleton's Legendary Antarctic Expedition,Documentary,Drama,,,,,,
Star Wars: Episode I - The Phantom Menace,Action,Adventure,Sci-Fi,,,,,
The Love Letter,Comedy,Romance,,,,,,
Besieged,Drama,,,,,,,
Frogs for Snakes,Comedy,Film-Noir,Thriller,,,,,
Rekopis znaleziony w Saragossie,Drama,Mystery,,,,,,
The Mummy,Horror,Romance,,,,,,
The Mummy,Horror,,,,,,,
The Mummy's Curse,Horror,,,,,,,
The Mummy's Ghost,Horror,,,,,,,
The Mummy's Hand,Horror,,,,,,,
The Mummy: Tomb of the Dragon Emperor,Horror,,,,,,,
Mommie Dearest,Drama,,,,,,,
Superman,Action,Adventure,Sci-Fi,,,,,
Superman II,Action,Adventure,Fantasy,Sci-Fi,,,,
Superman III,Action,Adventure,Sci-Fi,,,,,
Superman IV: The Quest for Peace,Action,Adventure,Sci-Fi,,,,,
Dracula,Horror,,,,,,,
House of Dracula,Horror,,,,,,,
House of Frankenstein,Horror,,,,,,,
Frankenstein,Horror,,,,,,,
Son of Frankenstein,Horror,,,,,,,
The Ghost of Frankenstein,Horror,,,,,,,
Frankenstein Meets the Wolf Man,Horror,,,,,,,
The Curse of Frankenstein,Horror,,,,,,,
Son of Dracula,Horror,,,,,,,
The Wolf Man,Drama,Fantasy,Horror,,,,,
Howling II: Stirba - Werewolf Bitch,Horror,,,,,,,
Tarantula,Horror,Sci-Fi,,,,,,
The Rocky Horror Picture Show,Comedy,Horror,Musical,Sci-Fi,,,,
It Came from Hollywood,Comedy,Documentary,,,,,,
The Thing from Another World,Horror,Sci-Fi,,,,,,
It Came from Outer Space,Sci-Fi,,,,,,,
War of the Worlds,Action,Drama,Horror,Sci-Fi,Thriller,,,
It Came from Beneath the Sea,Sci-Fi,,,,,,,
Invasion of the Body Snatchers,Horror,Sci-Fi,Thriller,,,,,
Earth vs. the Flying Saucers,Sci-Fi,,,,,,,
It Conquered the World,Sci-Fi,,,,,,,
The Mole People,Horror,Sci-Fi,,,,,,
Swamp Thing,Horror,Sci-Fi,,,,,,
Pork Chop Hill,War,,,,,,,
Run Silent Run Deep,War,,,,,,,
Notting Hill,Comedy,Romance,,,,,,
The Thirteenth Floor,Drama,Horror,Sci-Fi,Thriller,,,,
Mia aioniotita kai mia mera,Drama,,,,,,,
The Loss of Sexual Innocence,Drama,Fantasy,,,,,,
The Man with Rain in His Shoes,Comedy,Drama,Romance,,,,,
Instinct,Drama,Thriller,,,,,,
Buena Vista Social Club,Documentary,Musical,,,,,,
Desert Blue,Comedy,,,,,,,
Finding North,Comedy,Drama,Romance,,,,,
Free Enterprise,Comedy,Romance,Sci-Fi,,,,,
Limbo,Drama,,,,,,,
Austin Powers: The Spy Who Shagged Me,Action,Adventure,Comedy,,,,,
Le nain rouge,Comedy,Drama,,,,,,
Le violon rouge,Drama,Mystery,,,,,,
Tarzan,Animation,Children,,,,,,
The General's Daughter,Drama,Thriller,,,,,,
Get Smart's Bruce and Lloyd Out of Control,Documentary,,,,,,,
An Ideal Husband,Comedy,Romance,,,,,,
La leggenda del pianista sull'oceano,Drama,,,,,,,
Lola rennt,Action,Crime,Romance,,,,,
Trekkies,Documentary,,,,,,,
Big Daddy,Comedy,,,,,,,
The Lost Boys,Drama,,,,,,,
Le dîner de cons,Comedy,,,,,,,
My Son the Fanatic,Comedy,Drama,Romance,,,,,
Arachnophobia,Comedy,Horror,,,,,,
South Park: Bigger Longer & Uncut,Animation,Comedy,Musical,,,,,
Wild Wild West,Action,Adventure,Comedy,Fantasy,Sci-Fi,Western,,
Summer of Sam,Drama,,,,,,,
Broken Vessels,Drama,,,,,,,
Les amants du Pont-Neuf,Drama,Romance,,,,,,
"Fin août, début septembre",Drama,,,,,,,
American Pie,Comedy,,,,,,,
Arlington Road,Thriller,,,,,,,
Conte d'automne,Romance,,,,,,,
Muppets from Space,Children,Comedy,,,,,,
The Blair Witch Project,Horror,Thriller,,,,,,
My Life So Far,Drama,,,,,,,
Eyes Wide Shut,Drama,,,,,,,
Lake Placid,Horror,Thriller,,,,,,
The Wood,Drama,,,,,,,
The Velocity of Gary* *(Not His Real Name),Comedy,Romance,,,,,,
Ghost Busters,Action,Comedy,Fantasy,Sci-Fi,,,,
Ghostbusters II,Action,Comedy,Fantasy,Horror,Sci-Fi,,,
Drop Dead Gorgeous,Comedy,,,,,,,
The Haunting,Horror,Thriller,,,,,,
Inspector Gadget,Action,Adventure,Children,Comedy,,,,
Trick,Comedy,Romance,,,,,,
Deep Blue Sea,Action,Sci-Fi,Thriller,,,,,
Mystery Men,Action,Adventure,Comedy,,,,,
Runaway Bride,Comedy,Romance,,,,,,
Twin Falls Idaho,Drama,,,,,,,
The Killing,Crime,Film-Noir,,,,,,
Killer's Kiss,Film-Noir,,,,,,,
Spartacus,Action,Drama,Romance,War,,,,
Lolita,Comedy,Drama,Romance,,,,,
Barry Lyndon,Drama,Romance,War,,,,,
Les quatre cents coups,Crime,Drama,,,,,,
Jules et Jim,Drama,Romance,,,,,,
Vibes,Adventure,Comedy,Romance,,,,,
The Mosquito Coast,Drama,,,,,,,
The Golden Child,Action,Adventure,Comedy,Fantasy,Mystery,,,
Brighton Beach Memoirs,Comedy,,,,,,,
The Assassination of Jesse James by the Coward Robert Ford,Action,,,,,,,
Crimes of the Heart,Comedy,Drama,,,,,,
The Color Purple,Drama,,,,,,,
No Mercy,Action,Crime,Thriller,,,,,
Tenue de soirée,Comedy,Drama,,,,,,
Native Son,Drama,,,,,,,
Otello,Drama,,,,,,,
The Mission,Drama,,,,,,,
The Little Shop of Horrors,Comedy,Horror,Musical,,,,,
The Little Shop of Horrors,Comedy,Horror,,,,,,
Allan Quatermain and the Lost City of Gold,Action,Adventure,Comedy,,,,,
The Morning After,Drama,Mystery,,,,,,
Radio Days,Comedy,Drama,,,,,,
From the Hip,Comedy,,,,,,,
Outrageous Fortune,Comedy,Mystery,,,,,,
The Bedroom Window,Thriller,,,,,,,
Deadtime Stories,Horror,,,,,,,
Light of Day,Drama,,,,,,,
Wanted: Dead or Alive,Action,,,,,,,
Frances,Drama,,,,,,,
Plenty,Drama,,,,,,,
Dick,Comedy,,,,,,,
The Iron Giant,Adventure,Animation,Children,Drama,Sci-Fi,,,
The Sixth Sense,Drama,Mystery,Thriller,,,,,
The Thomas Crown Affair,Action,Mystery,,,,,,
The Thomas Crown Affair,Crime,Drama,Romance,Thriller,,,,
The Acid House,Comedy,Drama,,,,,,
The Adventures of Sebastian Cole,Comedy,Drama,,,,,,
Illuminata,Comedy,,,,,,,
Stiff Upper Lips,Comedy,,,,,,,
The Whole Ten Yards,Crime,Drama,,,,,,
Bowfinger,Comedy,,,,,,,
Brokedown Palace,Drama,,,,,,,
Detroit Rock City,Comedy,,,,,,,
Alice et Martin,Drama,,,,,,,
Better Than Chocolate,Comedy,Romance,,,,,,
Gegen die Wand,Drama,,,,,,,
"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",Documentary,,,,,,,
Cobra,Drama,,,,,,,
Never Talk to Strangers,Thriller,,,,,,,
Heaven Can Wait,Comedy,,,,,,,
The Raven,Comedy,Horror,,,,,,
The Tingler,Horror,,,,,,,
Pit and the Pendulum,Horror,,,,,,,
The Tomb of Ligeia,Horror,,,,,,,
The Masque of the Red Death,Horror,,,,,,,
Tales of Terror,Horror,,,,,,,
Haunted Honeymoon,Comedy,,,,,,,
Cat's Eye,Horror,,,,,,,
And Now for Something Completely Different,Comedy,,,,,,,
Damien: Omen II,Horror,,,,,,,
Earth: Final Conflict,Horror,Thriller,,,,,,
Airplane!,Comedy,,,,,,,
Airplane II: The Sequel,Comedy,,,,,,,
An American Werewolf in Paris,Comedy,Horror,Romance,Thriller,,,,
European Vacation,Comedy,,,,,,,
Vacation,Comedy,,,,,,,
Funny Farm,Comedy,,,,,,,
Big,Comedy,Drama,Fantasy,Romance,,,,
Problem Child 2,Comedy,,,,,,,
Problem Child 2,Comedy,,,,,,,
Little Nemo: Adventures in Slumberland,Animation,Children,,,,,,
Oscar and Lucinda,Drama,Romance,,,,,,
Tequila Sunrise,Action,Drama,Romance,Thriller,,,,
The Pelican Brief,Drama,Mystery,Thriller,,,,,
A Christmas Story,Children,Comedy,,,,,,
Mickey Blue Eyes,Comedy,Romance,,,,,,
Teaching Mrs. Tingle,Comedy,Thriller,,,,,,
Universal Soldier: The Return,Action,Sci-Fi,,,,,,
Universal Soldier,Action,Sci-Fi,,,,,,
Love Stinks,Comedy,,,,,,,
Perfect Blue,Animation,Mystery,Thriller,,,,,
With Friends Like These...,Comedy,,,,,,,
In Too Deep,Action,Thriller,,,,,,
The Source,Documentary,,,,,,,
The Vampire Bat,Horror,,,,,,,
Iron Eagle,Action,War,,,,,,
Iron Eagle II,Action,War,,,,,,
Aces: Iron Eagle III,Action,,,,,,,
Iron Eagle IV,Action,War,,,,,,
Three Days of the Condor,Drama,Romance,Thriller,,,,,
Hamlet,Drama,,,,,,,
Male and Female,Adventure,Drama,,,,,,
Medicine Man,Adventure,Romance,,,,,,
"Die Spinnen, 1. Teil - Der Goldene See",Action,Adventure,Drama,,,,,
On the Ropes,Documentary,Drama,,,,,,
Ring Around the Rosie,Drama,,,,,,,
The 13th Warrior,Action,Adventure,Fantasy,Horror,Thriller,,,
The Astronaut's Wife,Horror,Sci-Fi,Thriller,,,,,
The Muse,Comedy,Drama,,,,,,
Bure baruta,Drama,,,,,,,
A Dog of Flanders,Drama,,,,,,,
The Lost Son,Drama,,,,,,,
Lucie Aubrac,Romance,War,,,,,,
"Martha - Meet Frank, Daniel and Laurence",Comedy,Romance,,,,,,
Chill Factor,Action,Adventure,Comedy,Thriller,,,,
Outside Providence,Comedy,,,,,,,
Bedrooms and Hallways,Comedy,Romance,,,,,,
West Beyrouth (À l'abri les enfants),Drama,,,,,,,
Stigmata,Drama,Thriller,,,,,,
Stir of Echoes,Thriller,,,,,,,
Best Laid Plans,Crime,Drama,,,,,,
"Crna macka, beli macor",Comedy,Romance,,,,,,
The Minus Man,Drama,Mystery,,,,,,
Whiteboyz,Comedy,Drama,,,,,,
Koneko monogatari,Adventure,Children,Comedy,Drama,,,,
Only Angels Have Wings,Adventure,Drama,Romance,,,,,
Othello,Drama,,,,,,,
Queens Logic,Comedy,Drama,,,,,,
Wayne's World,Drama,Thriller,,,,,,
Saturn 3,Adventure,Sci-Fi,Thriller,,,,,
A Soldier's Story,Drama,,,,,,,
Communion,Horror,Mystery,,,,,,
The Forgotten,Horror,,,,,,,
The Power of Nightmares: The Rise of the Politics of Fear,Horror,,,,,,,
I Saw What You Did,Thriller,,,,,,,
Yellow Submarine,Adventure,Animation,Comedy,Fantasy,Musical,,,
American Beauty,Drama,,,,,,,
Stop Making Sense,Documentary,Musical,,,,,,
Blue Streak,Comedy,,,,,,,
For Love of the Game,Comedy,Drama,,,,,,
Caligola,Drama,Horror,,,,,,
A Hard Day's Night,Comedy,Musical,,,,,,
American Splendor,Comedy,,,,,,,
Sugar Town,Comedy,,,,,,,
The Buddy Holly Story,Drama,,,,,,,
Fright Night,Comedy,Horror,,,,,,
Fright Night Part 2,Horror,,,,,,,
La séparation,Drama,,,,,,,
Barefoot in the Park,Comedy,,,,,,,
Deliverance,Adventure,Drama,Thriller,,,,,
Excalibur,Adventure,Fantasy,,,,,,
Lulu on the Bridge,Drama,Mystery,Romance,,,,,
The Pajama Game,Comedy,,,,,,,
Sommersby,Drama,Mystery,Romance,,,,,
Thumbelina,Animation,Children,,,,,,
Tommy,Drama,Musical,,,,,,
Hell Night,Horror,,,,,,,
Fei ying gai wak,Action,Adventure,Comedy,,,,,
Long xiong hu di,Action,Adventure,Comedy,,,,,
Double Jeopardy,Action,Thriller,,,,,,
Jakob the Liar,Drama,,,,,,,
Mumford,Comedy,Drama,,,,,,
Dog Park,Comedy,Romance,,,,,,
Guinevere,Drama,Romance,,,,,,
The Adventures of Elmo in Grouchland,Children,Comedy,,,,,,
Simon Sez,Action,Comedy,,,,,,
She Drives Me Crazy,Comedy,Romance,,,,,,
"Mystery, Alaska",Children,Comedy,,,,,,
Three Kings,Action,Adventure,Comedy,Drama,War,,,
"Happy, Texas",Comedy,,,,,,,
New Rose Hotel,Action,Drama,,,,,,
Plunkett & Macleane,Action,Adventure,Drama,,,,,
Romance,Drama,Romance,,,,,,
Napoleon and Samantha,Adventure,,,,,,,
Alvarez Kelly,Western,,,,,,,
E la nave va,Comedy,War,,,,,,
The Dark Half,Horror,Mystery,,,,,,
Gulliver's Travels,Adventure,Animation,Children,,,,,
Monkey Shines,Horror,Sci-Fi,,,,,,
Phantasm,Horror,Sci-Fi,,,,,,
American Psycho II: All American Girl,Horror,Mystery,Thriller,,,,,
Psycho III,Horror,Thriller,,,,,,
Singin' in the Rain,Drama,,,,,,,
Tsubaki Sanjûrô,Action,Adventure,Drama,,,,,
Random Hearts,Drama,Romance,,,,,,
Superstar,Comedy,,,,,,,
Boys Don't Cry,Drama,,,,,,,
L'ennui,Drama,Romance,,,,,,
El abuelo,Drama,,,,,,,
The Limey,Crime,Drama,Thriller,,,,,
The Mating Habits of the Earthbound Human,Comedy,Sci-Fi,,,,,,
The Haunting of Molly Hartley,Comedy,Drama,,,,,,
Risky Business,Comedy,,,,,,,
Total Recall,Action,Adventure,Sci-Fi,Thriller,,,,
Body Heat,Crime,Thriller,,,,,,
Ferris Bueller's Day Off,Comedy,,,,,,,
The Year of Living Dangerously,Drama,Romance,War,,,,,
Les enfants du paradis,Drama,Romance,,,,,,
High Plains Drifter,Western,,,,,,,
Hang 'Em High,Crime,Drama,Western,,,,,
Handle with Care,Comedy,,,,,,,
Jui kuen II,Action,Comedy,,,,,,
Il conformista,Drama,,,,,,,
Hairspray,Comedy,Drama,,,,,,
Brief Encounter,Drama,Romance,,,,,,
The Razor's Edge,Drama,,,,,,,
Trois couleurs: Rouge,Drama,Romance,,,,,,
Return with Honor,Documentary,,,,,,,
Dom za vesanje,Drama,,,,,,,
Days of Heaven,Drama,,,,,,,
Le feu follet,Drama,,,,,,,
El amor brujo,Drama,Musical,,,,,,
The Lady Eve,Comedy,Romance,,,,,,
Sullivan's Travels,Adventure,Comedy,Romance,,,,,
The Palm Beach Story,Comedy,,,,,,,
Hombre mirando al sudeste,Drama,Sci-Fi,,,,,,
Niagara,Drama,Thriller,,,,,,
Gilda,Drama,Film-Noir,Mystery,Romance,,,,
South Pacific,Musical,Romance,War,,,,,
Flashdance,Drama,Romance,,,,,,
Indochine,Drama,Romance,,,,,,
The Dirty Dozen,Action,Drama,War,,,,,
Mike's Murder,Mystery,,,,,,,
Help!,Comedy,Musical,,,,,,
Goldfinger,Action,Adventure,Thriller,,,,,
From Russia with Love,Action,Adventure,Thriller,,,,,
Dr. No,Action,Adventure,Thriller,,,,,
The Blue Lagoon,Adventure,Drama,Romance,,,,,
Per un pugno di dollari,Action,Western,,,,,,
Sydney,Crime,Drama,Thriller,,,,,
Home Alone 2: Lost in New York,Children,Comedy,,,,,,
Penitentiary,Drama,,,,,,,
Penitentiary II,Drama,,,,,,,
Someone to Watch Over Me,Action,Crime,Thriller,,,,,
Naturally Native,Drama,,,,,,,
Fight Club,Action,Crime,Drama,Thriller,,,,
Beefcake,Drama,,,,,,,
The Story of Us,Comedy,Drama,,,,,,
Fever Pitch,Comedy,Romance,,,,,,
Joe the King,Crime,Drama,,,,,,
Julien Donkey-Boy,Drama,,,,,,,
The Omega Code,Action,,,,,,,
The Straight Story,Adventure,Drama,,,,,,
The Bad Seed,Drama,Thriller,,,,,,
Time Bandits,Adventure,Children,Comedy,Fantasy,,,,
Un homme et une femme,Drama,Romance,,,,,,
Fitzcarraldo,Adventure,Drama,,,,,,
All That Jazz,Drama,Fantasy,Musical,,,,,
Hong gao liang,Drama,War,,,,,,
Crimes and Misdemeanors,Comedy,Crime,Drama,,,,,
The Vampire Bat,Horror,Thriller,,,,,,
The Best Man,Comedy,Drama,,,,,,
Bringing Out the Dead,Drama,Horror,,,,,,
Crazy in Alabama,Comedy,Drama,,,,,,
Three to Tango,Comedy,Romance,,,,,,
Body Shots,Drama,,,,,,,
Brother Can You Spare a Dime,Documentary,,,,,,,
The Guardian,Horror,Thriller,,,,,,
The Ipcress File,Thriller,,,,,,,
On Any Sunday,Documentary,,,,,,,
RoboCop,Action,Crime,Sci-Fi,,,,,
RoboCop 2,Action,Crime,Sci-Fi,,,,,
Who Framed Roger Rabbit,Adventure,Animation,Children,Comedy,Crime,Fantasy,Mystery,
Melvin and Howard,Drama,,,,,,,
For Your Eyes Only,Action,Adventure,Thriller,,,,,
Licence to Kill,Action,Adventure,Crime,Thriller,,,,
Live and Let Die,Action,Adventure,Thriller,,,,,
Rawhead Rex,Horror,Thriller,,,,,,
Thunderball,Action,Adventure,Thriller,,,,,
City Lights,Drama,,,,,,,
House on Haunted Hill,Horror,Thriller,,,,,,
Music of the Heart,Drama,,,,,,,
Being John Malkovich,Comedy,Drama,Fantasy,,,,,
Dreaming of Joseph Lees,Drama,Romance,,,,,,
Man of the Century,Comedy,,,,,,,
Mononoke-hime,Action,Adventure,Animation,Drama,Fantasy,,,
The Suburbans,Drama,,,,,,,
Mein liebster Feind - Klaus Kinski,Documentary,,,,,,,
Train de vie,Comedy,Drama,Romance,War,,,,
The Bachelor,Comedy,Romance,,,,,,
The Bone Collector,Thriller,,,,,,,
Inside Man,Drama,Thriller,,,,,,
American Movie,Documentary,,,,,,,
Last Night,Drama,Sci-Fi,,,,,,
Rosetta,Drama,,,,,,,
"They Shoot Horses, Don't They?",Drama,,,,,,,
Battling Butler,Comedy,,,,,,,
Bride of Re-Animator,Comedy,Horror,,,,,,
Bustin' Loose,Comedy,,,,,,,
Coma,Thriller,,,,,,,
Creepshow,Horror,,,,,,,
Creepshow 2,Horror,,,,,,,
Re-Animator,Horror,,,,,,,
Drugstore Cowboy,Crime,Drama,,,,,,
Falling Down,Action,Drama,,,,,,
The Funhouse,Horror,,,,,,,
The General,Comedy,War,,,,,,
Piranha,Horror,Sci-Fi,,,,,,
Rough Night in Jericho,Western,,,,,,,
Slaughterhouse-Five,Horror,,,,,,,
Slaughterhouse-Five,Horror,,,,,,,
The Taming of the Shrew,Comedy,,,,,,,
Nighthawks,Action,Drama,,,,,,
Yôjinbô,Action,Comedy,Crime,Drama,Thriller,,,
Repo! The Genetic Opera,Comedy,,,,,,,
The Omega Man,Drama,Sci-Fi,Thriller,,,,,
Spaceballs,Comedy,Sci-Fi,,,,,,
Robin Hood: Prince of Thieves,Adventure,Animation,Children,Comedy,Musical,,,
Mister Roberts,Comedy,Drama,War,,,,,
La guerre du feu,Adventure,Drama,,,,,,
Little Big Man,Adventure,Comedy,Drama,Western,,,,
A Face in the Crowd,Drama,,,,,,,
Trading Places,Comedy,,,,,,,
Meatballs,Comedy,,,,,,,
Meatballs Part II,Comedy,,,,,,,
Meatballs III: Summer Job,Comedy,,,,,,,
Meatballs 4,Comedy,,,,,,,
Dead Again,Mystery,Romance,Thriller,,,,,
Peter's Friends,Comedy,Drama,,,,,,
The Incredibly True Adventure of Two Girls in Love,Comedy,Romance,,,,,,
Experience Preferred... But Not Essential,Drama,,,,,,,
Under the Rainbow,Comedy,,,,,,,
How I Won the War,Comedy,War,,,,,,
Light It Up,Drama,,,,,,,
Anywhere But Here,Drama,,,,,,,
Dogma,Adventure,Comedy,Fantasy,,,,,
Joan of Arc,Drama,War,,,,,,
Pokémon: The First Movie,Adventure,Animation,Children,Fantasy,Sci-Fi,,,
Felicia's Journey,Thriller,,,,,,,
Oxygen,Crime,Drama,Thriller,,,,,
Where's Marlowe?,Comedy,,,,,,,
Planet of the Apes,Horror,Sci-Fi,,,,,,
The Commitments,Comedy,Drama,Musical,,,,,
Holiday Inn,Comedy,Musical,,,,,,
The Longest Day,Action,Drama,War,,,,,
Poison Ivy,Thriller,,,,,,,
Poison Ivy: The New Seduction,Drama,Thriller,,,,,,
Nothing to Lose,Drama,,,,,,,
Tora! Tora! Tora!,Action,Drama,War,,,,,
Mujeres al borde de un ataque de nervios,Comedy,Drama,,,,,,
The Verdict,Drama,Mystery,,,,,,
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,Drama,,,,,,,
The Adventures of Buckaroo Banzai Across the 8th Dimension,Adventure,Comedy,Sci-Fi,,,,,
Stand and Deliver,Comedy,Drama,,,,,,
